fecha,año,mes,dia,nombre_mes,nombre_dia_semana,trimestre,semana_del_año,es_evento
2020-10-28,2020,10,28,October,Wednesday,4,44,0
2020-10-29,2020,10,29,October,Thursday,4,44,0
2020-10-30,2020,10,30,October,Friday,4,44,0
2020-10-31,2020,10,31,October,Saturday,4,44,0
2020-11-01,2020,11,1,November,Sunday,4,44,0
2020-11-02,2020,11,2,November,Monday,4,45,1
2020-11-03,2020,11,3,November,Tuesday,4,45,1
2020-11-04,2020,11,4,November,Wednesday,4,45,1
2020-11-05,2020,11,5,November,Thursday,4,45,0
2020-11-06,2020,11,6,November,Friday,4,45,0
2020-11-07,2020,11,7,November,Saturday,4,45,0
2020-11-08,2020,11,8,November,Sunday,4,45,0
2020-11-09,2020,11,9,November,Monday,4,46,0
2020-11-10,2020,11,10,November,Tuesday,4,46,0
2020-11-11,2020,11,11,November,Wednesday,4,46,0
2020-11-12,2020,11,12,November,Thursday,4,46,0
2020-11-13,2020,11,13,November,Friday,4,46,0
2020-11-14,2020,11,14,November,Saturday,4,46,0
2020-11-15,2020,11,15,November,Sunday,4,46,0
2020-11-16,2020,11,16,November,Monday,4,47,0
2020-11-17,2020,11,17,November,Tuesday,4,47,0
2020-11-18,2020,11,18,November,Wednesday,4,47,0
2020-11-19,2020,11,19,November,Thursday,4,47,0
2020-11-20,2020,11,20,November,Friday,4,47,0
2020-11-21,2020,11,21,November,Saturday,4,47,0
2020-11-22,2020,11,22,November,Sunday,4,47,0
2020-11-23,2020,11,23,November,Monday,4,48,0
2020-11-24,2020,11,24,November,Tuesday,4,48,0
2020-11-25,2020,11,25,November,Wednesday,4,48,0
2020-11-26,2020,11,26,November,Thursday,4,48,0
2020-11-27,2020,11,27,November,Friday,4,48,0
2020-11-28,2020,11,28,November,Saturday,4,48,0
2020-11-29,2020,11,29,November,Sunday,4,48,0
2020-11-30,2020,11,30,November,Monday,4,49,0
2020-12-01,2020,12,1,December,Tuesday,4,49,0
2020-12-02,2020,12,2,December,Wednesday,4,49,0
2020-12-03,2020,12,3,December,Thursday,4,49,0
2020-12-04,2020,12,4,December,Friday,4,49,0
2020-12-05,2020,12,5,December,Saturday,4,49,0
2020-12-06,2020,12,6,December,Sunday,4,49,0
2020-12-07,2020,12,7,December,Monday,4,50,0
2020-12-08,2020,12,8,December,Tuesday,4,50,0
2020-12-09,2020,12,9,December,Wednesday,4,50,0
2020-12-10,2020,12,10,December,Thursday,4,50,0
2020-12-11,2020,12,11,December,Friday,4,50,0
2020-12-12,2020,12,12,December,Saturday,4,50,0
2020-12-13,2020,12,13,December,Sunday,4,50,0
2020-12-14,2020,12,14,December,Monday,4,51,0
2020-12-15,2020,12,15,December,Tuesday,4,51,0
2020-12-16,2020,12,16,December,Wednesday,4,51,0
2020-12-17,2020,12,17,December,Thursday,4,51,0
2020-12-18,2020,12,18,December,Friday,4,51,0
2020-12-19,2020,12,19,December,Saturday,4,51,0
2020-12-20,2020,12,20,December,Sunday,4,51,0
2020-12-21,2020,12,21,December,Monday,4,52,0
2020-12-22,2020,12,22,December,Tuesday,4,52,0
2020-12-23,2020,12,23,December,Wednesday,4,52,0
2020-12-24,2020,12,24,December,Thursday,4,52,0
2020-12-25,2020,12,25,December,Friday,4,52,0
2020-12-26,2020,12,26,December,Saturday,4,52,0
2020-12-27,2020,12,27,December,Sunday,4,52,0
2020-12-28,2020,12,28,December,Monday,4,53,0
2020-12-29,2020,12,29,December,Tuesday,4,53,0
2020-12-30,2020,12,30,December,Wednesday,4,53,0
2020-12-31,2020,12,31,December,Thursday,4,53,0
2021-01-01,2021,1,1,January,Friday,1,53,0
2021-01-02,2021,1,2,January,Saturday,1,53,0
2021-01-03,2021,1,3,January,Sunday,1,53,0
2021-01-04,2021,1,4,January,Monday,1,1,0
2021-01-05,2021,1,5,January,Tuesday,1,1,0
2021-01-06,2021,1,6,January,Wednesday,1,1,0
2021-01-07,2021,1,7,January,Thursday,1,1,0
2021-01-08,2021,1,8,January,Friday,1,1,0
2021-01-09,2021,1,9,January,Saturday,1,1,0
2021-01-10,2021,1,10,January,Sunday,1,1,0
2021-01-11,2021,1,11,January,Monday,1,2,0
2021-01-12,2021,1,12,January,Tuesday,1,2,0
2021-01-13,2021,1,13,January,Wednesday,1,2,0
2021-01-14,2021,1,14,January,Thursday,1,2,0
2021-01-15,2021,1,15,January,Friday,1,2,0
2021-01-16,2021,1,16,January,Saturday,1,2,0
2021-01-17,2021,1,17,January,Sunday,1,2,0
2021-01-18,2021,1,18,January,Monday,1,3,0
2021-01-19,2021,1,19,January,Tuesday,1,3,0
2021-01-20,2021,1,20,January,Wednesday,1,3,0
2021-01-21,2021,1,21,January,Thursday,1,3,0
2021-01-22,2021,1,22,January,Friday,1,3,0
2021-01-23,2021,1,23,January,Saturday,1,3,0
2021-01-24,2021,1,24,January,Sunday,1,3,0
2021-01-25,2021,1,25,January,Monday,1,4,0
2021-01-26,2021,1,26,January,Tuesday,1,4,0
2021-01-27,2021,1,27,January,Wednesday,1,4,0
2021-01-28,2021,1,28,January,Thursday,1,4,0
2021-01-29,2021,1,29,January,Friday,1,4,0
2021-01-30,2021,1,30,January,Saturday,1,4,0
2021-01-31,2021,1,31,January,Sunday,1,4,0
2021-02-01,2021,2,1,February,Monday,1,5,0
2021-02-02,2021,2,2,February,Tuesday,1,5,0
2021-02-03,2021,2,3,February,Wednesday,1,5,0
2021-02-04,2021,2,4,February,Thursday,1,5,0
2021-02-05,2021,2,5,February,Friday,1,5,0
2021-02-06,2021,2,6,February,Saturday,1,5,0
2021-02-07,2021,2,7,February,Sunday,1,5,0
2021-02-08,2021,2,8,February,Monday,1,6,0
2021-02-09,2021,2,9,February,Tuesday,1,6,0
2021-02-10,2021,2,10,February,Wednesday,1,6,0
2021-02-11,2021,2,11,February,Thursday,1,6,0
2021-02-12,2021,2,12,February,Friday,1,6,0
2021-02-13,2021,2,13,February,Saturday,1,6,0
2021-02-14,2021,2,14,February,Sunday,1,6,0
2021-02-15,2021,2,15,February,Monday,1,7,0
2021-02-16,2021,2,16,February,Tuesday,1,7,0
2021-02-17,2021,2,17,February,Wednesday,1,7,0
2021-02-18,2021,2,18,February,Thursday,1,7,0
2021-02-19,2021,2,19,February,Friday,1,7,0
2021-02-20,2021,2,20,February,Saturday,1,7,0
2021-02-21,2021,2,21,February,Sunday,1,7,0
2021-02-22,2021,2,22,February,Monday,1,8,0
2021-02-23,2021,2,23,February,Tuesday,1,8,0
2021-02-24,2021,2,24,February,Wednesday,1,8,0
2021-02-25,2021,2,25,February,Thursday,1,8,0
2021-02-26,2021,2,26,February,Friday,1,8,0
2021-02-27,2021,2,27,February,Saturday,1,8,0
2021-02-28,2021,2,28,February,Sunday,1,8,0
2021-03-01,2021,3,1,March,Monday,1,9,0
2021-03-02,2021,3,2,March,Tuesday,1,9,0
2021-03-03,2021,3,3,March,Wednesday,1,9,0
2021-03-04,2021,3,4,March,Thursday,1,9,0
2021-03-05,2021,3,5,March,Friday,1,9,0
2021-03-06,2021,3,6,March,Saturday,1,9,0
2021-03-07,2021,3,7,March,Sunday,1,9,0
2021-03-08,2021,3,8,March,Monday,1,10,0
2021-03-09,2021,3,9,March,Tuesday,1,10,0
2021-03-10,2021,3,10,March,Wednesday,1,10,0
2021-03-11,2021,3,11,March,Thursday,1,10,0
2021-03-12,2021,3,12,March,Friday,1,10,0
2021-03-13,2021,3,13,March,Saturday,1,10,0
2021-03-14,2021,3,14,March,Sunday,1,10,0
2021-03-15,2021,3,15,March,Monday,1,11,0
2021-03-16,2021,3,16,March,Tuesday,1,11,0
2021-03-17,2021,3,17,March,Wednesday,1,11,0
2021-03-18,2021,3,18,March,Thursday,1,11,0
2021-03-19,2021,3,19,March,Friday,1,11,0
2021-03-20,2021,3,20,March,Saturday,1,11,0
2021-03-21,2021,3,21,March,Sunday,1,11,0
2021-03-22,2021,3,22,March,Monday,1,12,0
2021-03-23,2021,3,23,March,Tuesday,1,12,0
2021-03-24,2021,3,24,March,Wednesday,1,12,0
2021-03-25,2021,3,25,March,Thursday,1,12,0
2021-03-26,2021,3,26,March,Friday,1,12,0
2021-03-27,2021,3,27,March,Saturday,1,12,0
2021-03-28,2021,3,28,March,Sunday,1,12,0
2021-03-29,2021,3,29,March,Monday,1,13,0
2021-03-30,2021,3,30,March,Tuesday,1,13,0
2021-03-31,2021,3,31,March,Wednesday,1,13,0
2021-04-01,2021,4,1,April,Thursday,2,13,0
2021-04-02,2021,4,2,April,Friday,2,13,0
2021-04-03,2021,4,3,April,Saturday,2,13,0
2021-04-04,2021,4,4,April,Sunday,2,13,0
2021-04-05,2021,4,5,April,Monday,2,14,0
2021-04-06,2021,4,6,April,Tuesday,2,14,0
2021-04-07,2021,4,7,April,Wednesday,2,14,0
2021-04-08,2021,4,8,April,Thursday,2,14,0
2021-04-09,2021,4,9,April,Friday,2,14,0
2021-04-10,2021,4,10,April,Saturday,2,14,0
2021-04-11,2021,4,11,April,Sunday,2,14,0
2021-04-12,2021,4,12,April,Monday,2,15,0
2021-04-13,2021,4,13,April,Tuesday,2,15,0
2021-04-14,2021,4,14,April,Wednesday,2,15,0
2021-04-15,2021,4,15,April,Thursday,2,15,0
2021-04-16,2021,4,16,April,Friday,2,15,0
2021-04-17,2021,4,17,April,Saturday,2,15,0
2021-04-18,2021,4,18,April,Sunday,2,15,0
2021-04-19,2021,4,19,April,Monday,2,16,0
2021-04-20,2021,4,20,April,Tuesday,2,16,0
2021-04-21,2021,4,21,April,Wednesday,2,16,0
2021-04-22,2021,4,22,April,Thursday,2,16,0
2021-04-23,2021,4,23,April,Friday,2,16,0
2021-04-24,2021,4,24,April,Saturday,2,16,0
2021-04-25,2021,4,25,April,Sunday,2,16,0
2021-04-26,2021,4,26,April,Monday,2,17,0
2021-04-27,2021,4,27,April,Tuesday,2,17,0
2021-04-28,2021,4,28,April,Wednesday,2,17,0
2021-04-29,2021,4,29,April,Thursday,2,17,0
2021-04-30,2021,4,30,April,Friday,2,17,0
2021-05-01,2021,5,1,May,Saturday,2,17,0
2021-05-02,2021,5,2,May,Sunday,2,17,0
2021-05-03,2021,5,3,May,Monday,2,18,0
2021-05-04,2021,5,4,May,Tuesday,2,18,0
2021-05-05,2021,5,5,May,Wednesday,2,18,0
2021-05-06,2021,5,6,May,Thursday,2,18,0
2021-05-07,2021,5,7,May,Friday,2,18,0
2021-05-08,2021,5,8,May,Saturday,2,18,0
2021-05-09,2021,5,9,May,Sunday,2,18,0
2021-05-10,2021,5,10,May,Monday,2,19,1
2021-05-11,2021,5,11,May,Tuesday,2,19,1
2021-05-12,2021,5,12,May,Wednesday,2,19,1
2021-05-13,2021,5,13,May,Thursday,2,19,0
2021-05-14,2021,5,14,May,Friday,2,19,0
2021-05-15,2021,5,15,May,Saturday,2,19,0
2021-05-16,2021,5,16,May,Sunday,2,19,0
2021-05-17,2021,5,17,May,Monday,2,20,0
2021-05-18,2021,5,18,May,Tuesday,2,20,0
2021-05-19,2021,5,19,May,Wednesday,2,20,0
2021-05-20,2021,5,20,May,Thursday,2,20,0
2021-05-21,2021,5,21,May,Friday,2,20,0
2021-05-22,2021,5,22,May,Saturday,2,20,0
2021-05-23,2021,5,23,May,Sunday,2,20,0
2021-05-24,2021,5,24,May,Monday,2,21,0
2021-05-25,2021,5,25,May,Tuesday,2,21,0
2021-05-26,2021,5,26,May,Wednesday,2,21,0
2021-05-27,2021,5,27,May,Thursday,2,21,0
2021-05-28,2021,5,28,May,Friday,2,21,0
2021-05-29,2021,5,29,May,Saturday,2,21,0
2021-05-30,2021,5,30,May,Sunday,2,21,0
2021-05-31,2021,5,31,May,Monday,2,22,0
2021-06-01,2021,6,1,June,Tuesday,2,22,0
2021-06-02,2021,6,2,June,Wednesday,2,22,0
2021-06-03,2021,6,3,June,Thursday,2,22,0
2021-06-04,2021,6,4,June,Friday,2,22,0
2021-06-05,2021,6,5,June,Saturday,2,22,0
2021-06-06,2021,6,6,June,Sunday,2,22,0
2021-06-07,2021,6,7,June,Monday,2,23,0
2021-06-08,2021,6,8,June,Tuesday,2,23,0
2021-06-09,2021,6,9,June,Wednesday,2,23,0
2021-06-10,2021,6,10,June,Thursday,2,23,0
2021-06-11,2021,6,11,June,Friday,2,23,0
2021-06-12,2021,6,12,June,Saturday,2,23,0
2021-06-13,2021,6,13,June,Sunday,2,23,0
2021-06-14,2021,6,14,June,Monday,2,24,0
2021-06-15,2021,6,15,June,Tuesday,2,24,0
2021-06-16,2021,6,16,June,Wednesday,2,24,0
2021-06-17,2021,6,17,June,Thursday,2,24,0
2021-06-18,2021,6,18,June,Friday,2,24,0
2021-06-19,2021,6,19,June,Saturday,2,24,0
2021-06-20,2021,6,20,June,Sunday,2,24,0
2021-06-21,2021,6,21,June,Monday,2,25,0
2021-06-22,2021,6,22,June,Tuesday,2,25,0
2021-06-23,2021,6,23,June,Wednesday,2,25,0
2021-06-24,2021,6,24,June,Thursday,2,25,0
2021-06-25,2021,6,25,June,Friday,2,25,0
2021-06-26,2021,6,26,June,Saturday,2,25,0
2021-06-27,2021,6,27,June,Sunday,2,25,0
2021-06-28,2021,6,28,June,Monday,2,26,0
2021-06-29,2021,6,29,June,Tuesday,2,26,0
2021-06-30,2021,6,30,June,Wednesday,2,26,0
2021-07-01,2021,7,1,July,Thursday,3,26,0
2021-07-02,2021,7,2,July,Friday,3,26,0
2021-07-03,2021,7,3,July,Saturday,3,26,0
2021-07-04,2021,7,4,July,Sunday,3,26,0
2021-07-05,2021,7,5,July,Monday,3,27,0
2021-07-06,2021,7,6,July,Tuesday,3,27,0
2021-07-07,2021,7,7,July,Wednesday,3,27,0
2021-07-08,2021,7,8,July,Thursday,3,27,0
2021-07-09,2021,7,9,July,Friday,3,27,0
2021-07-10,2021,7,10,July,Saturday,3,27,0
2021-07-11,2021,7,11,July,Sunday,3,27,0
2021-07-12,2021,7,12,July,Monday,3,28,0
2021-07-13,2021,7,13,July,Tuesday,3,28,0
2021-07-14,2021,7,14,July,Wednesday,3,28,0
2021-07-15,2021,7,15,July,Thursday,3,28,0
2021-07-16,2021,7,16,July,Friday,3,28,0
2021-07-17,2021,7,17,July,Saturday,3,28,0
2021-07-18,2021,7,18,July,Sunday,3,28,0
2021-07-19,2021,7,19,July,Monday,3,29,0
2021-07-20,2021,7,20,July,Tuesday,3,29,0
2021-07-21,2021,7,21,July,Wednesday,3,29,0
2021-07-22,2021,7,22,July,Thursday,3,29,0
2021-07-23,2021,7,23,July,Friday,3,29,0
2021-07-24,2021,7,24,July,Saturday,3,29,0
2021-07-25,2021,7,25,July,Sunday,3,29,0
2021-07-26,2021,7,26,July,Monday,3,30,0
2021-07-27,2021,7,27,July,Tuesday,3,30,0
2021-07-28,2021,7,28,July,Wednesday,3,30,0
2021-07-29,2021,7,29,July,Thursday,3,30,0
2021-07-30,2021,7,30,July,Friday,3,30,0
2021-07-31,2021,7,31,July,Saturday,3,30,0
2021-08-01,2021,8,1,August,Sunday,3,30,0
2021-08-02,2021,8,2,August,Monday,3,31,0
2021-08-03,2021,8,3,August,Tuesday,3,31,0
2021-08-04,2021,8,4,August,Wednesday,3,31,0
2021-08-05,2021,8,5,August,Thursday,3,31,0
2021-08-06,2021,8,6,August,Friday,3,31,0
2021-08-07,2021,8,7,August,Saturday,3,31,0
2021-08-08,2021,8,8,August,Sunday,3,31,0
2021-08-09,2021,8,9,August,Monday,3,32,0
2021-08-10,2021,8,10,August,Tuesday,3,32,0
2021-08-11,2021,8,11,August,Wednesday,3,32,0
2021-08-12,2021,8,12,August,Thursday,3,32,0
2021-08-13,2021,8,13,August,Friday,3,32,0
2021-08-14,2021,8,14,August,Saturday,3,32,0
2021-08-15,2021,8,15,August,Sunday,3,32,0
2021-08-16,2021,8,16,August,Monday,3,33,0
2021-08-17,2021,8,17,August,Tuesday,3,33,0
2021-08-18,2021,8,18,August,Wednesday,3,33,0
2021-08-19,2021,8,19,August,Thursday,3,33,0
2021-08-20,2021,8,20,August,Friday,3,33,0
2021-08-21,2021,8,21,August,Saturday,3,33,0
2021-08-22,2021,8,22,August,Sunday,3,33,0
2021-08-23,2021,8,23,August,Monday,3,34,0
2021-08-24,2021,8,24,August,Tuesday,3,34,0
2021-08-25,2021,8,25,August,Wednesday,3,34,0
2021-08-26,2021,8,26,August,Thursday,3,34,0
2021-08-27,2021,8,27,August,Friday,3,34,0
2021-08-28,2021,8,28,August,Saturday,3,34,0
2021-08-29,2021,8,29,August,Sunday,3,34,0
2021-08-30,2021,8,30,August,Monday,3,35,0
2021-08-31,2021,8,31,August,Tuesday,3,35,0
2021-09-01,2021,9,1,September,Wednesday,3,35,0
2021-09-02,2021,9,2,September,Thursday,3,35,0
2021-09-03,2021,9,3,September,Friday,3,35,0
2021-09-04,2021,9,4,September,Saturday,3,35,0
2021-09-05,2021,9,5,September,Sunday,3,35,0
2021-09-06,2021,9,6,September,Monday,3,36,0
2021-09-07,2021,9,7,September,Tuesday,3,36,0
2021-09-08,2021,9,8,September,Wednesday,3,36,0
2021-09-09,2021,9,9,September,Thursday,3,36,0
2021-09-10,2021,9,10,September,Friday,3,36,0
2021-09-11,2021,9,11,September,Saturday,3,36,0
2021-09-12,2021,9,12,September,Sunday,3,36,0
2021-09-13,2021,9,13,September,Monday,3,37,0
2021-09-14,2021,9,14,September,Tuesday,3,37,0
2021-09-15,2021,9,15,September,Wednesday,3,37,0
2021-09-16,2021,9,16,September,Thursday,3,37,0
2021-09-17,2021,9,17,September,Friday,3,37,0
2021-09-18,2021,9,18,September,Saturday,3,37,0
2021-09-19,2021,9,19,September,Sunday,3,37,0
2021-09-20,2021,9,20,September,Monday,3,38,0
2021-09-21,2021,9,21,September,Tuesday,3,38,0
2021-09-22,2021,9,22,September,Wednesday,3,38,0
2021-09-23,2021,9,23,September,Thursday,3,38,0
2021-09-24,2021,9,24,September,Friday,3,38,0
2021-09-25,2021,9,25,September,Saturday,3,38,0
2021-09-26,2021,9,26,September,Sunday,3,38,0
2021-09-27,2021,9,27,September,Monday,3,39,0
2021-09-28,2021,9,28,September,Tuesday,3,39,0
2021-09-29,2021,9,29,September,Wednesday,3,39,0
2021-09-30,2021,9,30,September,Thursday,3,39,0
2021-10-01,2021,10,1,October,Friday,4,39,0
2021-10-02,2021,10,2,October,Saturday,4,39,0
2021-10-03,2021,10,3,October,Sunday,4,39,0
2021-10-04,2021,10,4,October,Monday,4,40,0
2021-10-05,2021,10,5,October,Tuesday,4,40,0
2021-10-06,2021,10,6,October,Wednesday,4,40,0
2021-10-07,2021,10,7,October,Thursday,4,40,0
2021-10-08,2021,10,8,October,Friday,4,40,0
2021-10-09,2021,10,9,October,Saturday,4,40,0
2021-10-10,2021,10,10,October,Sunday,4,40,0
2021-10-11,2021,10,11,October,Monday,4,41,0
2021-10-12,2021,10,12,October,Tuesday,4,41,0
2021-10-13,2021,10,13,October,Wednesday,4,41,0
2021-10-14,2021,10,14,October,Thursday,4,41,0
2021-10-15,2021,10,15,October,Friday,4,41,0
2021-10-16,2021,10,16,October,Saturday,4,41,0
2021-10-17,2021,10,17,October,Sunday,4,41,0
2021-10-18,2021,10,18,October,Monday,4,42,0
2021-10-19,2021,10,19,October,Tuesday,4,42,0
2021-10-20,2021,10,20,October,Wednesday,4,42,0
2021-10-21,2021,10,21,October,Thursday,4,42,0
2021-10-22,2021,10,22,October,Friday,4,42,0
2021-10-23,2021,10,23,October,Saturday,4,42,0
2021-10-24,2021,10,24,October,Sunday,4,42,0
2021-10-25,2021,10,25,October,Monday,4,43,0
2021-10-26,2021,10,26,October,Tuesday,4,43,0
2021-10-27,2021,10,27,October,Wednesday,4,43,0
2021-10-28,2021,10,28,October,Thursday,4,43,0
2021-10-29,2021,10,29,October,Friday,4,43,0
2021-10-30,2021,10,30,October,Saturday,4,43,0
2021-10-31,2021,10,31,October,Sunday,4,43,0
2021-11-01,2021,11,1,November,Monday,4,44,1
2021-11-02,2021,11,2,November,Tuesday,4,44,1
2021-11-03,2021,11,3,November,Wednesday,4,44,1
2021-11-04,2021,11,4,November,Thursday,4,44,0
2021-11-05,2021,11,5,November,Friday,4,44,0
2021-11-06,2021,11,6,November,Saturday,4,44,0
2021-11-07,2021,11,7,November,Sunday,4,44,0
2021-11-08,2021,11,8,November,Monday,4,45,0
2021-11-09,2021,11,9,November,Tuesday,4,45,0
2021-11-10,2021,11,10,November,Wednesday,4,45,0
2021-11-11,2021,11,11,November,Thursday,4,45,0
2021-11-12,2021,11,12,November,Friday,4,45,0
2021-11-13,2021,11,13,November,Saturday,4,45,0
2021-11-14,2021,11,14,November,Sunday,4,45,0
2021-11-15,2021,11,15,November,Monday,4,46,0
2021-11-16,2021,11,16,November,Tuesday,4,46,0
2021-11-17,2021,11,17,November,Wednesday,4,46,0
2021-11-18,2021,11,18,November,Thursday,4,46,0
2021-11-19,2021,11,19,November,Friday,4,46,0
2021-11-20,2021,11,20,November,Saturday,4,46,0
2021-11-21,2021,11,21,November,Sunday,4,46,0
2021-11-22,2021,11,22,November,Monday,4,47,0
2021-11-23,2021,11,23,November,Tuesday,4,47,0
2021-11-24,2021,11,24,November,Wednesday,4,47,0
2021-11-25,2021,11,25,November,Thursday,4,47,0
2021-11-26,2021,11,26,November,Friday,4,47,0
2021-11-27,2021,11,27,November,Saturday,4,47,0
2021-11-28,2021,11,28,November,Sunday,4,47,0
2021-11-29,2021,11,29,November,Monday,4,48,0
2021-11-30,2021,11,30,November,Tuesday,4,48,0
2021-12-01,2021,12,1,December,Wednesday,4,48,0
2021-12-02,2021,12,2,December,Thursday,4,48,0
2021-12-03,2021,12,3,December,Friday,4,48,0
2021-12-04,2021,12,4,December,Saturday,4,48,0
2021-12-05,2021,12,5,December,Sunday,4,48,0
2021-12-06,2021,12,6,December,Monday,4,49,0
2021-12-07,2021,12,7,December,Tuesday,4,49,0
2021-12-08,2021,12,8,December,Wednesday,4,49,0
2021-12-09,2021,12,9,December,Thursday,4,49,0
2021-12-10,2021,12,10,December,Friday,4,49,0
2021-12-11,2021,12,11,December,Saturday,4,49,0
2021-12-12,2021,12,12,December,Sunday,4,49,0
2021-12-13,2021,12,13,December,Monday,4,50,0
2021-12-14,2021,12,14,December,Tuesday,4,50,0
2021-12-15,2021,12,15,December,Wednesday,4,50,0
2021-12-16,2021,12,16,December,Thursday,4,50,0
2021-12-17,2021,12,17,December,Friday,4,50,0
2021-12-18,2021,12,18,December,Saturday,4,50,0
2021-12-19,2021,12,19,December,Sunday,4,50,0
2021-12-20,2021,12,20,December,Monday,4,51,0
2021-12-21,2021,12,21,December,Tuesday,4,51,0
2021-12-22,2021,12,22,December,Wednesday,4,51,0
2021-12-23,2021,12,23,December,Thursday,4,51,0
2021-12-24,2021,12,24,December,Friday,4,51,0
2021-12-25,2021,12,25,December,Saturday,4,51,0
2021-12-26,2021,12,26,December,Sunday,4,51,0
2021-12-27,2021,12,27,December,Monday,4,52,0
2021-12-28,2021,12,28,December,Tuesday,4,52,0
2021-12-29,2021,12,29,December,Wednesday,4,52,0
2021-12-30,2021,12,30,December,Thursday,4,52,0
2021-12-31,2021,12,31,December,Friday,4,52,0
2022-01-01,2022,1,1,January,Saturday,1,52,0
2022-01-02,2022,1,2,January,Sunday,1,52,0
2022-01-03,2022,1,3,January,Monday,1,1,0
2022-01-04,2022,1,4,January,Tuesday,1,1,0
2022-01-05,2022,1,5,January,Wednesday,1,1,0
2022-01-06,2022,1,6,January,Thursday,1,1,0
2022-01-07,2022,1,7,January,Friday,1,1,0
2022-01-08,2022,1,8,January,Saturday,1,1,0
2022-01-09,2022,1,9,January,Sunday,1,1,0
2022-01-10,2022,1,10,January,Monday,1,2,0
2022-01-11,2022,1,11,January,Tuesday,1,2,0
2022-01-12,2022,1,12,January,Wednesday,1,2,0
2022-01-13,2022,1,13,January,Thursday,1,2,0
2022-01-14,2022,1,14,January,Friday,1,2,0
2022-01-15,2022,1,15,January,Saturday,1,2,0
2022-01-16,2022,1,16,January,Sunday,1,2,0
2022-01-17,2022,1,17,January,Monday,1,3,0
2022-01-18,2022,1,18,January,Tuesday,1,3,0
2022-01-19,2022,1,19,January,Wednesday,1,3,0
2022-01-20,2022,1,20,January,Thursday,1,3,0
2022-01-21,2022,1,21,January,Friday,1,3,0
2022-01-22,2022,1,22,January,Saturday,1,3,0
2022-01-23,2022,1,23,January,Sunday,1,3,0
2022-01-24,2022,1,24,January,Monday,1,4,0
2022-01-25,2022,1,25,January,Tuesday,1,4,0
2022-01-26,2022,1,26,January,Wednesday,1,4,0
2022-01-27,2022,1,27,January,Thursday,1,4,0
2022-01-28,2022,1,28,January,Friday,1,4,0
2022-01-29,2022,1,29,January,Saturday,1,4,0
2022-01-30,2022,1,30,January,Sunday,1,4,0
2022-01-31,2022,1,31,January,Monday,1,5,0
2022-02-01,2022,2,1,February,Tuesday,1,5,0
2022-02-02,2022,2,2,February,Wednesday,1,5,0
2022-02-03,2022,2,3,February,Thursday,1,5,0
2022-02-04,2022,2,4,February,Friday,1,5,0
2022-02-05,2022,2,5,February,Saturday,1,5,0
2022-02-06,2022,2,6,February,Sunday,1,5,0
2022-02-07,2022,2,7,February,Monday,1,6,0
2022-02-08,2022,2,8,February,Tuesday,1,6,0
2022-02-09,2022,2,9,February,Wednesday,1,6,0
2022-02-10,2022,2,10,February,Thursday,1,6,0
2022-02-11,2022,2,11,February,Friday,1,6,0
2022-02-12,2022,2,12,February,Saturday,1,6,0
2022-02-13,2022,2,13,February,Sunday,1,6,0
2022-02-14,2022,2,14,February,Monday,1,7,0
2022-02-15,2022,2,15,February,Tuesday,1,7,0
2022-02-16,2022,2,16,February,Wednesday,1,7,0
2022-02-17,2022,2,17,February,Thursday,1,7,0
2022-02-18,2022,2,18,February,Friday,1,7,0
2022-02-19,2022,2,19,February,Saturday,1,7,0
2022-02-20,2022,2,20,February,Sunday,1,7,0
2022-02-21,2022,2,21,February,Monday,1,8,0
2022-02-22,2022,2,22,February,Tuesday,1,8,0
2022-02-23,2022,2,23,February,Wednesday,1,8,0
2022-02-24,2022,2,24,February,Thursday,1,8,0
2022-02-25,2022,2,25,February,Friday,1,8,0
2022-02-26,2022,2,26,February,Saturday,1,8,0
2022-02-27,2022,2,27,February,Sunday,1,8,0
2022-02-28,2022,2,28,February,Monday,1,9,0
2022-03-01,2022,3,1,March,Tuesday,1,9,0
2022-03-02,2022,3,2,March,Wednesday,1,9,0
2022-03-03,2022,3,3,March,Thursday,1,9,0
2022-03-04,2022,3,4,March,Friday,1,9,0
2022-03-05,2022,3,5,March,Saturday,1,9,0
2022-03-06,2022,3,6,March,Sunday,1,9,0
2022-03-07,2022,3,7,March,Monday,1,10,0
2022-03-08,2022,3,8,March,Tuesday,1,10,0
2022-03-09,2022,3,9,March,Wednesday,1,10,0
2022-03-10,2022,3,10,March,Thursday,1,10,0
2022-03-11,2022,3,11,March,Friday,1,10,0
2022-03-12,2022,3,12,March,Saturday,1,10,0
2022-03-13,2022,3,13,March,Sunday,1,10,0
2022-03-14,2022,3,14,March,Monday,1,11,0
2022-03-15,2022,3,15,March,Tuesday,1,11,0
2022-03-16,2022,3,16,March,Wednesday,1,11,0
2022-03-17,2022,3,17,March,Thursday,1,11,0
2022-03-18,2022,3,18,March,Friday,1,11,0
2022-03-19,2022,3,19,March,Saturday,1,11,0
2022-03-20,2022,3,20,March,Sunday,1,11,0
2022-03-21,2022,3,21,March,Monday,1,12,0
2022-03-22,2022,3,22,March,Tuesday,1,12,0
2022-03-23,2022,3,23,March,Wednesday,1,12,0
2022-03-24,2022,3,24,March,Thursday,1,12,0
2022-03-25,2022,3,25,March,Friday,1,12,0
2022-03-26,2022,3,26,March,Saturday,1,12,0
2022-03-27,2022,3,27,March,Sunday,1,12,0
